ad_group_id,campaign_id,ad_group_name,audience_id,channel,bid_strategy,avg_bid,weekly_budget_allocated,weekly_budget_spent,impressions,clicks,conversions,conversion_value,ctr,cvr,roas,week
92,19,AG_19_2,AUD7,Search,Manual CPC,19.25,130302.0,118479.65,453630,10813,1050,10197439.81,0.0238,0.0972,86.069,5
93,19,AG_19_3,AUD6,Search,Max Conversions,28.65,195118.27,166407.67,725765,17815,1544,24590940.41,0.0245,0.0867,147.775,5
94,19,AG_19_4,AUD10,Search,tROAS,22.1,115783.86,102791.29,371601,9604,961,14060850.64,0.0258,0.1001,136.79,5
95,19,AG_19_5,AUD7,Search,Manual CPC,21.39,165300.3,155323.7,721037,18172,1766,26871041.45,0.0252,0.0972,173.0,5
96,20,AG_20_1,AUD1,Display,Max Conversions,7.77,434437.97,432273.87,4562355,48176,3543,51214471.93,0.0106,0.0736,118.477,5
97,20,AG_20_2,AUD1,Display,Max Conversions,9.37,422782.5,368324.38,4017270,45049,3450,58624135.59,0.0112,0.0766,159.164,5
98,20,AG_20_3,AUD5,Display,tROAS,10.82,335230.96,313950.58,2799607,29441,2215,21470700.64,0.0105,0.0752,68.389,5
99,20,AG_20_4,AUD1,Display,Max Conversions,11.86,518771.11,462720.52,5393460,60498,4014,70266453.81,0.0112,0.0664,151.855,5
100,20,AG_20_5,AUD2,Display,Manual CPC,8.73,453740.83,427757.43,5070764,53238,3582,48161110.91,0.0105,0.0673,112.59,5
101,21,AG_21_1,AUD7,Video,Manual CPC,8.9,594029.07,579032.47,3202633,21009,1147,13712259.7,0.0066,0.0546,23.681,5
102,21,AG_21_2,AUD10,Video,tROAS,12.56,639340.1,579831.64,2661553,18325,930,10764592.86,0.0069,0.0508,18.565,5
103,21,AG_21_3,AUD3,Video,tROAS,6.3,673546.01,621431.41,1925989,11958,666,10486019.61,0.0062,0.0558,16.874,5
104,21,AG_21_4,AUD10,Video,Manual CPC,9.75,381378.37,340218.99,1789974,10480,517,6172915.41,0.0059,0.0494,18.144,5
105,21,AG_21_5,AUD10,Video,tROAS,13.44,516956.99,538095.12,3567565,23462,1309,18918685.82,0.0066,0.0558,35.159,5
106,22,AG_22_1,AUD10,Social,Manual CPC,16.61,144200.19,137196.21,743447,18739,2200,23073958.94,0.0252,0.1174,168.182,5
107,22,AG_22_2,AUD6,Social,Max Conversions,10.51,181570.9,186691.03,1172140,27129,2884,24845825.44,0.0231,0.1063,133.085,5
108,22,AG_22_3,AUD5,Social,tROAS,11.45,150914.28,149946.53,702467,15658,1727,23273258.97,0.0223,0.1103,155.21,5
109,22,AG_22_4,AUD6,Social,Manual CPC,14.46,131043.31,122424.22,967180,22626,2715,39633643.34,0.0234,0.12,323.74,5
110,22,AG_22_5,AUD9,Social,tROAS,13.99,194343.94,180618.9,1203899,28407,3178,33111765.45,0.0236,0.1119,183.324,5
111,23,AG_23_1,AUD7,Video,Max Conversions,8.19,624122.99,628858.95,3341170,54569,6061,49858055.07,0.0163,0.1111,79.283,5
112,23,AG_23_2,AUD6,Video,Manual CPC,12.19,709995.87,702855.17,3961897,61325,7010,116383371.55,0.0155,0.1143,165.587,5
113,23,AG_23_3,AUD3,Video,Manual CPC,11.06,483857.3,500447.18,2090066,34927,3945,46829805.51,0.0167,0.113,93.576,5
114,23,AG_23_4,AUD7,Video,Manual CPC,11.98,653912.56,669894.77,4363887,68338,7402,67041731.96,0.0157,0.1083,100.078,5
115,23,AG_23_5,AUD2,Video,Max Conversions,12.01,527492.99,532853.33,1633938,29129,3213,31910158.54,0.0178,0.1103,59.885,5
116,24,AG_24_1,AUD8,Display,Manual CPC,7.01,293866.76,271908.3,2260892,28499,2730,27316826.93,0.0126,0.0958,100.463,5
117,24,AG_24_2,AUD6,Display,tROAS,11.51,496748.3,469783.18,3950854,48244,4905,84241227.68,0.0122,0.1017,179.319,5
118,24,AG_24_3,AUD6,Display,Manual CPC,6.54,399492.24,359942.8,3321602,39994,3948,33460001.05,0.012,0.0987,92.959,5
119,24,AG_24_4,AUD7,Display,Max Conversions,11.64,454370.27,427591.36,3243771,37874,3491,48174676.6,0.0117,0.0922,112.665,5
120,24,AG_24_5,AUD3,Display,tROAS,8.24,378827.04,346680.33,2430280,32971,2805,49433921.24,0.0136,0.0851,142.592,5
121,25,AG_25_1,AUD4,Search,Max Conversions,28.8,356787.12,322877.37,1924575,64922,7790,78438770.99,0.0337,0.12,242.937,5
122,25,AG_25_2,AUD6,Search,tROAS,22.15,601599.71,575368.56,2363714,78014,9361,149781093.13,0.033,0.12,260.322,5
123,25,AG_25_3,AUD10,Search,tROAS,23.06,675813.48,701715.37,2659940,86411,10369,150108902.58,0.0325,0.12,213.917,5
124,25,AG_25_4,AUD2,Search,Max Conversions,23.55,513883.36,488071.1,2506866,81944,9833,154386854.44,0.0327,0.12,316.32,5
125,25,AG_25_5,AUD3,Search,Max Conversions,23.49,613470.97,553428.54,2981714,104359,12523,116573643.24,0.035,0.12,210.639,5
1,1,AG_1_1,AUD8,Social,Max Conversions,13.95,863740.24,788348.7,3811663,90158,10818,153827916.68,0.0237,0.12,195.127,6
2,1,AG_1_2,AUD9,Social,Max Conversions,16.42,674331.59,634878.02,3941433,92029,11043,162367397.18,0.0233,0.12,255.746,6
3,1,AG_1_3,AUD1,Social,Manual CPC,12.43,904979.04,831708.28,6355647,151536,18184,194476070.72,0.0238,0.12,233.827,6
4,1,AG_1_4,AUD8,Social,Max Conversions,13.55,512885.3,501604.94,2111188,49928,5991,91800344.16,0.0236,0.12,183.013,6
5,1,AG_1_5,AUD3,Social,tROAS,14.21,769239.6,770915.23,3301156,78672,9440,92099138.35,0.0238,0.12,119.467,6
6,2,AG_2_1,AUD4,Search,Manual CPC,18.5,194953.56,185767.5,882996,21353,2438,41592015.49,0.0242,0.1142,223.893,6
7,2,AG_2_2,AUD2,Search,Max Conversions,21.03,244480.16,234327.34,852769,19786,2374,19467078.32,0.0232,0.12,83.076,6
8,2,AG_2_3,AUD9,Search,Manual CPC,20.84,134311.16,127275.86,556818,14902,1783,16685892.2,0.0268,0.1197,131.1,6
9,2,AG_2_4,AUD9,Search,tROAS,29.84,154133.29,135046.73,566842,14767,1772,25254748.38,0.0261,0.12,187.007,6
10,2,AG_2_5,AUD4,Search,tROAS,23.52,143492.74,145739.08,808642,21733,2607,36394506.3,0.0269,0.12,249.724,6
11,3,AG_3_1,AUD10,Video,tROAS,13.94,254318.87,249163.61,916713,12129,756,13456694.97,0.0132,0.0623,54.007,6
12,3,AG_3_2,AUD1,Video,Manual CPC,7.07,304273.63,305559.85,1075857,15437,816,14651414.22,0.0143,0.0529,47.949,6
13,3,AG_3_3,AUD1,Video,Manual CPC,12.13,352451.83,324855.39,2166241,30459,1696,27531973.21,0.0141,0.0557,84.751,6
14,3,AG_3_4,AUD6,Video,Max Conversions,12.62,357403.25,309849.22,1031239,12460,764,10142586.83,0.0121,0.0613,32.734,6
15,3,AG_3_5,AUD10,Video,Max Conversions,11.99,367729.73,348115.86,1539087,20057,1107,15050493.5,0.013,0.0552,43.234,6
16,4,AG_4_1,AUD3,Display,Max Conversions,8.62,762944.62,649269.77,5547978,56968,4012,43572729.27,0.0103,0.0704,67.11,6
17,4,AG_4_2,AUD8,Display,tROAS,9.02,713647.09,631129.06,6414795,59874,4762,73068349.08,0.0093,0.0795,115.774,6
18,4,AG_4_3,AUD7,Display,Max Conversions,6.29,707537.47,653120.97,4088365,40138,3260,52286641.5,0.0098,0.0812,80.057,6
19,4,AG_4_4,AUD10,Display,Manual CPC,9.01,554982.05,493972.97,3507390,34933,2786,49282191.26,0.01,0.0798,99.767,6
20,4,AG_4_5,AUD10,Display,Max Conversions,7.74,823025.13,706418.26,8435374,74418,5672,97408029.69,0.0088,0.0762,137.89,6
21,5,AG_5_1,AUD10,Display,tROAS,8.3,618359.8,603583.62,4875307,48378,2674,41560145.59,0.0099,0.0553,68.856,6
22,5,AG_5_2,AUD9,Display,Max Conversions,9.23,627214.4,548501.39,5239158,56771,3240,54104952.26,0.0108,0.0571,98.641,6
23,5,AG_5_3,AUD2,Display,tROAS,5.72,499542.15,433787.45,4292556,50297,3241,52608766.3,0.0117,0.0644,121.278,6
24,5,AG_5_4,AUD8,Display,tROAS,11.57,333485.24,303705.68,3447995,39204,2517,38993796.05,0.0114,0.0642,128.393,6
25,5,AG_5_5,AUD10,Display,tROAS,8.98,595357.04,515448.44,5879580,59848,3871,49172691.17,0.0102,0.0647,95.398,6
26,6,AG_6_1,AUD3,Video,Max Conversions,13.13,221926.7,204331.96,657107,4125,169,2706713.59,0.0063,0.041,13.247,6
27,6,AG_6_2,AUD5,Video,Manual CPC,6.99,230002.08,221753.73,926661,6027,239,3622059.23,0.0065,0.0398,16.334,6
28,6,AG_6_3,AUD6,Video,Max Conversions,9.51,194907.22,187805.9,648530,4436,186,2362378.48,0.0068,0.042,12.579,6
29,6,AG_6_4,AUD7,Video,tROAS,11.02,280631.22,274134.75,1305522,8185,347,5796289.61,0.0063,0.0425,21.144,6
30,6,AG_6_5,AUD5,Video,Max Conversions,14.52,210770.92,192860.99,858630,5173,217,3683594.17,0.006,0.0421,19.1,6
31,7,AG_7_1,AUD6,Video,Max Conversions,8.85,186568.17,184215.11,582586,3559,130,2253388.15,0.0061,0.0367,12.232,6
32,7,AG_7_2,AUD8,Video,Max Conversions,10.53,242666.98,243295.44,875086,5162,195,2208680.37,0.0059,0.0379,9.078,6
33,7,AG_7_3,AUD2,Video,tROAS,6.07,151894.75,136405.33,805758,4251,134,2290467.56,0.0053,0.0317,16.792,6
34,7,AG_7_4,AUD2,Video,tROAS,14.78,155790.39,154305.35,789269,4187,139,1813451.07,0.0053,0.0333,11.752,6
35,7,AG_7_5,AUD1,Video,Max Conversions,14.3,278473.38,273418.78,1388595,7506,265,2384287.08,0.0054,0.0354,8.72,6
36,8,AG_8_1,AUD4,Social,Max Conversions,19.85,335715.01,322832.56,1682907,24943,1006,15664934.84,0.0148,0.0403,48.523,6
37,8,AG_8_2,AUD5,Social,Max Conversions,19.15,459843.57,433703.32,2349310,35621,1496,24253155.04,0.0152,0.042,55.921,6
38,8,AG_8_3,AUD2,Social,Manual CPC,17.52,344413.43,295351.55,1566852,22811,1053,15597133.48,0.0146,0.0462,52.809,6
39,8,AG_8_4,AUD2,Social,tROAS,15.23,512228.82,519236.38,2224593,31959,1385,12866707.82,0.0144,0.0434,24.78,6
40,8,AG_8_5,AUD6,Social,Manual CPC,10.32,392531.55,338114.16,1579504,25017,1156,14993593.37,0.0158,0.0462,44.345,6
41,9,AG_9_1,AUD4,Social,tROAS,18.47,383362.73,357811.53,1728278,21548,823,9645516.87,0.0125,0.0382,26.957,6
42,9,AG_9_2,AUD9,Social,Max Conversions,19.81,311366.09,301347.5,1487649,18339,823,11666496.69,0.0123,0.0449,38.714,6
43,9,AG_9_3,AUD7,Social,Manual CPC,15.56,274317.18,259641.52,1698793,23217,977,12334529.36,0.0137,0.0421,47.506,6
44,9,AG_9_4,AUD2,Social,Max Conversions,10.11,233919.38,228072.3,1623186,22491,999,17563646.73,0.0139,0.0444,77.009,6
45,9,AG_9_5,AUD7,Social,Manual CPC,16.01,282543.99,290492.9,1384824,19459,796,13108392.9,0.0141,0.041,45.125,6
46,10,AG_10_1,AUD8,Video,Max Conversions,12.11,324764.88,283036.58,1126001,8345,222,3612792.91,0.0074,0.0267,12.764,6
47,10,AG_10_2,AUD8,Video,tROAS,13.99,352266.92,319715.95,1033346,7480,177,2998569.95,0.0072,0.0238,9.379,6
48,10,AG_10_3,AUD6,Video,Max Conversions,9.75,494209.41,458762.55,1331578,9461,224,3574103.31,0.0071,0.0237,7.791,6
49,10,AG_10_4,AUD1,Video,tROAS,14.24,332763.8,342839.88,1099605,8361,216,2573999.73,0.0076,0.0259,7.508,6
50,10,AG_10_5,AUD3,Video,Max Conversions,8.18,380890.15,350004.67,1418733,10583,255,3348510.83,0.0075,0.0241,9.567,6
51,11,AG_11_1,AUD7,Social,Max Conversions,13.88,149082.05,149459.3,941630,15462,618,7851694.44,0.0164,0.04,52.534,6
52,11,AG_11_2,AUD1,Social,tROAS,10.22,258701.47,237130.2,1617753,22936,871,8602091.71,0.0142,0.038,36.276,6
53,11,AG_11_3,AUD3,Social,tROAS,12.34,142944.01,146907.64,1117951,18322,744,7450873.53,0.0164,0.0406,50.718,6
54,11,AG_11_4,AUD5,Social,Manual CPC,17.28,219810.81,196150.35,942427,16169,651,9404106.14,0.0172,0.0403,47.943,6
55,11,AG_11_5,AUD4,Social,Max Conversions,15.02,207511.39,211711.73,1214995,20574,869,13036865.39,0.0169,0.0423,61.578,6
56,12,AG_12_1,AUD9,Display,Manual CPC,8.82,298372.06,259061.23,2122889,23487,496,4059543.84,0.0111,0.0212,15.67,6
57,12,AG_12_2,AUD3,Display,Manual CPC,8.16,322647.8,313434.88,2803715,27715,626,9062410.17,0.0099,0.0226,28.913,6
58,12,AG_12_3,AUD9,Display,tROAS,10.08,262055.05,244710.92,2932846,28344,630,7159386.45,0.0097,0.0222,29.257,6
59,12,AG_12_4,AUD10,Display,tROAS,5.28,377611.84,333059.24,2703743,24740,571,6012126.41,0.0092,0.0231,18.051,6
60,12,AG_12_5,AUD1,Display,Max Conversions,7.13,369307.81,363123.39,4060056,38502,806,8632767.7,0.0095,0.0209,23.774,6
61,13,AG_13_1,AUD10,Display,Manual CPC,10.69,669666.23,693266.36,8774342,70495,2067,23983837.92,0.008,0.0293,34.595,6
62,13,AG_13_2,AUD10,Display,Max Conversions,10.6,694467.38,690166.31,5461512,41151,1205,16914906.95,0.0075,0.0293,24.508,6
63,13,AG_13_3,AUD6,Display,Manual CPC,11.69,776812.64,731115.31,5705917,46435,1559,15029239.1,0.0081,0.0336,20.557,6
64,13,AG_13_4,AUD6,Display,tROAS,8.81,422503.66,414693.12,2969170,21358,731,11568162.78,0.0072,0.0343,27.896,6
65,13,AG_13_5,AUD3,Display,Max Conversions,5.03,494919.03,493779.13,3459612,24958,735,11123945.32,0.0072,0.0295,22.528,6
66,14,AG_14_1,AUD8,Video,Manual CPC,12.38,181707.94,187459.31,1001608,9301,163,1391277.78,0.0093,0.0176,7.422,6
67,14,AG_14_2,AUD10,Video,tROAS,6.26,215703.68,192989.84,628283,6165,94,1650284.1,0.0098,0.0153,8.551,6
68,14,AG_14_3,AUD2,Video,Manual CPC,9.18,285326.33,245929.93,760188,7457,115,1625462.29,0.0098,0.0154,6.609,6
69,14,AG_14_4,AUD9,Video,Max Conversions,12.66,153950.33,135382.7,447625,4590,70,841711.6,0.0103,0.0154,6.217,6
70,14,AG_14_5,AUD4,Video,tROAS,10.39,168565.91,167041.94,499467,4838,84,1109632.77,0.0097,0.0175,6.643,6
71,15,AG_15_1,AUD6,Social,Manual CPC,17.69,158252.27,143524.5,726016,13245,563,8179037.43,0.0182,0.0425,56.987,6
72,15,AG_15_2,AUD4,Social,Manual CPC,18.19,212573.4,218105.89,1140315,23180,866,10220888.5,0.0203,0.0374,46.862,6
73,15,AG_15_3,AUD2,Social,Max Conversions,14.94,208525.58,202533.26,1398808,26504,1092,19628850.1,0.0189,0.0412,96.917,6
74,15,AG_15_4,AUD3,Social,Max Conversions,18.93,197413.52,199941.07,1069781,21099,832,13828539.59,0.0197,0.0395,69.163,6
75,15,AG_15_5,AUD4,Social,Max Conversions,14.71,236615.77,207877.45,1396122,25093,1040,16737165.42,0.018,0.0415,80.515,6
76,16,AG_16_1,AUD3,Search,tROAS,25.3,789915.14,724042.41,3427668,77770,6290,111285770.83,0.0227,0.0809,153.701,6
77,16,AG_16_2,AUD4,Search,tROAS,27.52,519817.42,542998.92,2903690,65424,5649,53889998.59,0.0225,0.0863,99.245,6
78,16,AG_16_3,AUD6,Search,Max Conversions,25.71,832529.68,719708.97,3456954,77328,6380,61074051.47,0.0224,0.0825,84.859,6
79,16,AG_16_4,AUD2,Search,tROAS,28.06,516396.83,485229.86,2018228,47174,4256,47820819.02,0.0234,0.0902,98.553,6
80,16,AG_16_5,AUD7,Search,Manual CPC,26.8,594702.48,540777.34,2229889,51030,4733,69100203.93,0.0229,0.0928,127.779,6
81,17,AG_17_1,AUD7,Display,Max Conversions,6.86,667619.44,586722.08,4631825,50188,2890,27571071.8,0.0108,0.0576,46.992,6
82,17,AG_17_2,AUD10,Display,tROAS,11.32,650295.91,640812.25,6213407,68711,4454,72821543.73,0.0111,0.0648,113.639,6
83,17,AG_17_3,AUD7,Display,tROAS,11.82,679340.93,611649.83,5220428,55468,3301,43746517.84,0.0106,0.0595,71.522,6
84,17,AG_17_4,AUD8,Display,Max Conversions,9.36,706664.15,699037.09,4482190,43636,2361,29182941.77,0.0097,0.0541,41.747,6
85,17,AG_17_5,AUD1,Display,Max Conversions,10.14,779357.23,694931.14,6694598,68339,4062,71432923.89,0.0102,0.0594,102.791,6
86,18,AG_18_1,AUD10,Display,tROAS,9.39,323696.93,324958.41,3043963,44709,3008,52252343.82,0.0147,0.0673,160.797,6
87,18,AG_18_2,AUD6,Display,tROAS,10.23,221519.24,189424.6,1423134,20364,1459,19105353.15,0.0143,0.0717,100.86,6
88,18,AG_18_3,AUD9,Display,Max Conversions,8.02,250478.64,214663.45,2352421,33843,2433,38837983.52,0.0144,0.0719,180.925,6
89,18,AG_18_4,AUD1,Display,tROAS,10.46,358224.88,350312.55,3931555,57305,3990,59789370.67,0.0146,0.0696,170.674,6
90,18,AG_18_5,AUD5,Display,Manual CPC,11.11,286675.95,279238.36,2477944,35423,2661,39353609.39,0.0143,0.0751,140.932,6
91,19,AG_19_1,AUD2,Search,tROAS,27.11,509050.62,510500.97,2029958,71048,8067,124909134.06,0.035,0.1135,244.68,6
92,19,AG_19_2,AUD4,Search,Manual CPC,19.25,384993.94,373202.1,1706061,51375,6165,78852860.74,0.0301,0.12,211.287,6
93,19,AG_19_3,AUD4,Search,Manual CPC,22.58,425371.68,388034.31,2017076,67791,8134,82256191.99,0.0336,0.12,211.982,6
94,19,AG_19_4,AUD2,Search,tROAS,24.84,528153.09,462376.12,1777304,56877,6825,55966606.23,0.032,0.12,121.041,6
95,19,AG_19_5,AUD6,Search,tROAS,23.21,407037.91,423991.13,2347180,70008,8400,138625093.87,0.0298,0.12,326.953,6
96,20,AG_20_1,AUD6,Display,Max Conversions,11.84,498524.87,486560.99,3353853,45613,3479,59176520.03,0.0136,0.0763,121.622,6
97,20,AG_20_2,AUD6,Display,Manual CPC,5.53,569088.63,530372.21,3531372,50002,3548,39799229.82,0.0142,0.071,75.04,6
98,20,AG_20_3,AUD6,Display,tROAS,5.13,388080.95,398002.79,3543665,50572,3667,47508027.17,0.0143,0.0725,119.366,6
99,20,AG_20_4,AUD2,Display,Manual CPC,11.38,485659.37,472018.99,5436282,71490,4749,69397325.17,0.0132,0.0664,147.022,6
100,20,AG_20_5,AUD5,Display,Max Conversions,11.51,446242.25,465239.89,5474477,79239,6026,63659001.03,0.0145,0.0761,136.83,6
101,21,AG_21_1,AUD8,Video,Manual CPC,8.62,271647.6,258678.92,829717,8081,449,5197806.07,0.0097,0.0557,20.094,6
102,21,AG_21_2,AUD5,Video,tROAS,11.21,306059.72,261606.18,1125214,12330,669,8621612.19,0.011,0.0543,32.956,6
103,21,AG_21_3,AUD2,Video,tROAS,7.51,255671.52,252219.6,823883,9405,584,9137373.41,0.0114,0.0621,36.228,6
104,21,AG_21_4,AUD5,Video,Manual CPC,14.93,366316.01,346183.12,964365,9270,595,9803703.13,0.0096,0.0642,28.319,6
105,21,AG_21_5,AUD8,Video,Max Conversions,10.87,272190.7,251084.78,1309322,13749,835,8189834.3,0.0105,0.0608,32.618,6
106,22,AG_22_1,AUD10,Social,Manual CPC,11.39,657165.7,632826.69,3445754,84760,10171,141269458.49,0.0246,0.12,223.236,6
107,22,AG_22_2,AUD7,Social,tROAS,10.14,569471.19,564298.8,4698647,101255,12150,119253217.34,0.0216,0.12,211.33,6
108,22,AG_22_3,AUD1,Social,Max Conversions,11.43,653239.99,647397.89,3992993,93034,11164,128707227.41,0.0233,0.12,198.807,6
109,22,AG_22_4,AUD2,Social,Manual CPC,10.68,654254.8,595090.19,3285529,79567,9548,145646349.52,0.0242,0.12,244.747,6
110,22,AG_22_5,AUD4,Social,Manual CPC,11.33,560453.31,567302.73,2495429,51694,6203,57895824.98,0.0207,0.12,102.055,6
111,23,AG_23_1,AUD8,Video,Max Conversions,11.96,449495.01,396971.43,1053970,14729,1477,19763434.85,0.014,0.1003,49.786,6
112,23,AG_23_2,AUD4,Video,Manual CPC,14.55,514229.99,469671.67,1464131,21703,2013,23212663.78,0.0148,0.0928,49.423,6
113,23,AG_23_3,AUD8,Video,Max Conversions,9.55,320227.71,287713.43,963533,13253,1397,20867798.15,0.0138,0.1054,72.53,6
114,23,AG_23_4,AUD8,Video,Max Conversions,13.71,473848.81,495731.77,1751849,24553,2231,35663447.82,0.014,0.0909,71.941,6
115,23,AG_23_5,AUD3,Video,Max Conversions,10.06,462463.95,413882.11,2133777,30922,2860,37941968.74,0.0145,0.0925,91.673,6
116,24,AG_24_1,AUD1,Display,Max Conversions,10.07,337862.14,343395.52,3734833,64739,6447,72293505.43,0.0173,0.0996,210.525,6
117,24,AG_24_2,AUD1,Display,Manual CPC,11.84,568067.84,486334.86,4870211,80582,7200,124886662.68,0.0165,0.0894,256.792,6
118,24,AG_24_3,AUD5,Display,Manual CPC,9.89,581495.37,567630.16,4548891,82509,8019,102038736.91,0.0181,0.0972,179.763,6
119,24,AG_24_4,AUD2,Display,tROAS,8.46,332758.48,341992.29,3574098,69042,6140,76290082.15,0.0193,0.0889,223.075,6
120,24,AG_24_5,AUD6,Display,Max Conversions,10.01,489639.55,505991.43,4081924,68134,6132,49596525.58,0.0167,0.09,98.019,6
121,25,AG_25_1,AUD5,Search,tROAS,21.03,523808.77,490625.57,2489801,77467,9296,136786738.59,0.0311,0.12,278.801,6
122,25,AG_25_2,AUD6,Search,tROAS,21.5,386123.1,355327.23,1245989,40796,4895,43495412.11,0.0327,0.12,122.409,6
123,25,AG_25_3,AUD5,Search,Manual CPC,25.63,533930.11,536769.65,2625810,75135,9016,157677564.35,0.0286,0.12,293.753,6
124,25,AG_25_4,AUD4,Search,Manual CPC,24.07,421117.66,394144.69,1637516,53737,6448,96556302.51,0.0328,0.12,244.977,6
125,25,AG_25_5,AUD9,Search,Manual CPC,24.59,468328.57,415337.15,2629542,74348,8921,157158292.75,0.0283,0.12,378.387,6
1,1,AG_1_1,AUD6,Social,Manual CPC,12.92,278554.6,286350.28,1539445,33071,3261,54413964.64,0.0215,0.0986,190.026,7
2,1,AG_1_2,AUD8,Social,tROAS,16.26,326355.39,315743.3,1643735,30029,2979,35002193.92,0.0183,0.0992,110.856,7
3,1,AG_1_3,AUD9,Social,Max Conversions,14.6,257130.3,233325.64,1882683,37848,3796,45979246.93,0.0201,0.1003,197.06,7
4,1,AG_1_4,AUD2,Social,tROAS,14.72,295257.25,276505.31,1287752,24308,2481,40837344.93,0.0189,0.1021,147.691,7
5,1,AG_1_5,AUD4,Social,tROAS,11.0,286604.36,277159.04,2025131,39032,3832,51492977.31,0.0193,0.0982,185.789,7
6,2,AG_2_1,AUD1,Search,Manual CPC,25.74,324443.37,304057.97,1315788,27021,3179,49462630.51,0.0205,0.1177,162.675,7
7,2,AG_2_2,AUD1,Search,Max Conversions,19.83,534375.41,462757.74,1618022,37629,4225,59665832.92,0.0233,0.1123,128.935,7
8,2,AG_2_3,AUD4,Search,tROAS,23.94,442011.21,387377.12,1494896,33680,3920,62413030.14,0.0225,0.1164,161.117,7
9,2,AG_2_4,AUD2,Search,Manual CPC,20.43,418441.32,395327.33,2013806,41527,4322,62726045.96,0.0206,0.1041,158.669,7
10,2,AG_2_5,AUD4,Search,Manual CPC,26.14,477677.4,457196.0,2505152,56169,6443,114104060.45,0.0224,0.1147,249.574,7
11,3,AG_3_1,AUD7,Video,Max Conversions,7.88,214900.72,218531.41,972133,9481,385,4510350.36,0.0098,0.0406,20.639,7
12,3,AG_3_2,AUD1,Video,tROAS,14.69,188126.49,182160.25,566624,4631,166,1865456.5,0.0082,0.0359,10.241,7
13,3,AG_3_3,AUD4,Video,Max Conversions,10.92,338824.66,343958.42,1739005,17303,635,6734530.38,0.01,0.0367,19.579,7
14,3,AG_3_4,AUD3,Video,Max Conversions,8.84,192305.56,197110.63,603454,5698,218,3603444.33,0.0094,0.0383,18.281,7
15,3,AG_3_5,AUD6,Video,Max Conversions,12.5,304233.48,313180.82,913598,7750,317,2829400.76,0.0085,0.041,9.034,7
16,4,AG_4_1,AUD10,Display,tROAS,10.16,323301.26,336011.13,3570983,35985,2052,35654033.25,0.0101,0.057,106.11,7
17,4,AG_4_2,AUD10,Display,Manual CPC,5.92,292542.56,293055.89,2358741,22227,1329,22674035.11,0.0094,0.0598,77.371,7
18,4,AG_4_3,AUD3,Display,Max Conversions,7.52,430211.32,424050.1,3436171,35347,2028,33875931.6,0.0103,0.0574,79.887,7
19,4,AG_4_4,AUD10,Display,Max Conversions,5.37,391983.17,353347.52,2976766,26549,1557,17357212.16,0.0089,0.0587,49.122,7
20,4,AG_4_5,AUD10,Display,tROAS,6.78,379232.9,388859.27,2966737,28598,1705,30012302.14,0.0096,0.0597,77.18,7
21,5,AG_5_1,AUD1,Display,tROAS,9.66,327827.36,312866.85,3606858,28892,1270,10801606.88,0.008,0.044,34.525,7
22,5,AG_5_2,AUD7,Display,Manual CPC,6.91,263579.71,248309.32,1929728,16952,736,6001950.9,0.0088,0.0435,24.171,7
23,5,AG_5_3,AUD6,Display,Manual CPC,5.48,183513.24,171327.9,1830613,15428,645,8577923.43,0.0084,0.0418,50.067,7
24,5,AG_5_4,AUD8,Display,Max Conversions,7.7,278943.24,275910.59,1987744,17107,726,6100419.46,0.0086,0.0425,22.11,7
25,5,AG_5_5,AUD8,Display,Max Conversions,7.96,311917.23,311882.72,2842380,23276,966,12068653.89,0.0082,0.0415,38.696,7
26,6,AG_6_1,AUD9,Video,tROAS,6.82,186883.8,185674.49,570804,2559,75,625052.25,0.0045,0.0297,3.366,7
27,6,AG_6_2,AUD4,Video,Max Conversions,9.99,173898.02,158275.24,854562,3471,105,1851727.08,0.0041,0.0305,11.699,7
28,6,AG_6_3,AUD7,Video,tROAS,10.56,163440.99,156831.81,499685,1998,51,633342.52,0.004,0.026,4.038,7
29,6,AG_6_4,AUD3,Video,Max Conversions,12.61,228492.42,215707.58,658783,2903,84,1294995.08,0.0044,0.029,6.003,7
30,6,AG_6_5,AUD7,Video,tROAS,6.41,243227.54,253344.94,867141,3468,106,924263.14,0.004,0.0307,3.648,7
31,7,AG_7_1,AUD10,Video,Max Conversions,11.77,474231.99,472726.27,3089669,12693,307,4469236.32,0.0041,0.0243,9.454,7
32,7,AG_7_2,AUD8,Video,Max Conversions,14.55,640612.7,666631.39,2721304,11809,293,5085148.43,0.0043,0.0248,7.628,7
33,7,AG_7_3,AUD10,Video,Max Conversions,9.59,602352.32,536672.01,2528772,10115,267,4366879.79,0.004,0.0264,8.137,7
34,7,AG_7_4,AUD10,Video,Manual CPC,10.02,523012.87,487502.04,1587942,7064,194,2293712.76,0.0044,0.0275,4.705,7
35,7,AG_7_5,AUD1,Video,Max Conversions,6.18,653713.84,645630.59,1959659,8706,207,3252973.69,0.0044,0.0239,5.038,7
36,8,AG_8_1,AUD5,Social,Max Conversions,14.16,632417.98,581414.75,3018855,44532,1589,18556854.04,0.0148,0.0357,31.917,7
37,8,AG_8_2,AUD8,Social,Manual CPC,17.62,828489.8,733981.29,4076000,63183,2129,34804859.91,0.0155,0.0337,47.419,7
38,8,AG_8_3,AUD10,Social,Manual CPC,12.11,583055.01,563269.87,3607642,60321,2071,29459675.51,0.0167,0.0343,52.301,7
